unit,apartment,age,gender,nationality,remainingstay_days,lengthofstay_days,extraversion,agreeableness,conscientiousness,emotional_stability,openness,sleep_schedule,noise_sensitivity,cleanliness,cleanliness_2,cooking_at_home,guests_over,smoking,alcohol,vibe,chores,conflict,flatmatefactors_priority,compatibility_importance,compatibility_overallrating,compat_dailyroutines,compat_tidiness,compat_noise,compat_interaction,compat_conflict,compat_relaxedness,sleep_schedule_num,noise_sensitivity_num,cleanliness_num,cleanliness_2_num,cooking_at_home_num,guests_over_num,smoking_num,alcohol_num,vibe_num,chores_num,conflict_num,compatibility_importance_num,compatibility_overallrating_num,compat_dailyroutines_num,compat_tidiness_num,compat_noise_num,compat_interaction_num,compat_conflict_num,compat_relaxedness_num,occupation,apartmentsize
PXB.24.2,PXB.24,19.0,male,Kenya,340,34,2.5,4.0,3.0,3.0,2.5,22:00-00:00,Somewhat sensitive,Very important,Sometimes,Every day,Rarely,Non-smoker,Sometimes,Social & lively,Do my fair share,Try to solve problems through discussion,Similar daily routines,Slightly,Very compatible,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,2.0,4,4,2,5,2,0,3,4,3,3.0,2,4,5,3,3,4,4,3,Student,5
PXB.24.4,PXB.24,24.0,unknown,Unknown,217,147,3.0,3.5,3.5,2.5,3.0,22:00-00:00,Neutral,Extremely important,Rarely,Never,Once per week,Non-smoker,Often,Very social,Do my fair share,Try to solve problems through discussion,Being social and engaging,Extremely,Slightly compatible,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,2.0,3,5,1,1,4,0,4,5,3,3.0,5,2,3,4,3,3,2,2,Unknown,5
PXB.24.5,PXB.24,23.0,female,Italy,309,55,3.5,2.0,3.5,2.5,4.0,22:00-00:00,Very sensitive,Moderately important,Often,Every day,Rarely,Non-smoker,Very often,Quiet & private,Do them when asked,"Be direct, even if uncomfortable",Being social and engaging,Moderately,Slightly compatible,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,2.0,5,3,3,5,2,0,5,1,2,4.0,3,2,1,3,1,5,3,3,Student,5
PXB.25.1,PXB.25,26.0,female,Turkey,126,238,2.0,3.0,3.5,3.0,2.5,After 02:00,Neutral,Extremely important,Sometimes,Rarely,Several times per week,Non-smoker,Very often,Quiet & private,Often take initiative,"Be direct, even if uncomfortable",Similar daily routines,Slightly,Extremely compatible,Agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Agree,4.0,3,5,2,2,5,0,5,1,4,4.0,2,5,4,5,5,4,3,4,Student,5
PXB.25.2,PXB.25,23.0,unknown,Afghanistan,36,116,2.5,3.0,2.5,3.5,2.0,After 02:00,Neutral,Very important,Most of the time,Never,Several times per week,Non-smoker,Rarely,Social & lively,Do my fair share,"Be direct, even if uncomfortable",Not important / flexible,Slightly,Moderately compatible,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Agree,Strongly disagree,4.0,3,4,4,1,5,0,2,4,3,4.0,2,3,3,3,2,4,4,1,Student,5
PXB.25.5,PXB.25,29.0,female,Italy,217,147,1.5,3.5,3.5,2.5,2.5,Before 22:00,Somewhat insensitive,Moderately important,Sometimes,Several times per week,Once per week,Non-smoker,Sometimes,Balanced,Often take initiative,Avoid confrontation,Shared interests / personality fit,Very,Very compatible,Strongly agree,Strongly disagree,Agree,Agree,Disagree,Agree,1.0,2,3,2,4,4,0,3,3,4,1.0,4,4,5,1,4,4,2,4,Student,5
PXB.25.4,PXB.25,24.0,male,Italy,36,85,2.5,4.0,2.5,3.5,2.5,00:00-02:00,Somewhat insensitive,Very important,Sometimes,Every day,A few times per month,Smoker,Sometimes,Quiet & private,Do them when asked,"Be direct, even if uncomfortable",Similar daily routines,Moderately,Moderately compatible,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,3.0,2,4,2,5,3,1,3,1,2,4.0,3,3,2,3,2,3,5,3,Student,5
PXB.26.3,PXB.26,19.0,male,Kenya,279,85,2.0,3.0,1.5,2.5,3.0,After 02:00,Somewhat sensitive,Moderately important,Most of the time,Once per week,Rarely,Non-smoker,Sometimes,Social & lively,Take responsibility for most,Try to solve problems through discussion,Reliability in shared spaces,Slightly,Moderately compatible,Agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Disagree,4.0,4,3,4,3,2,0,3,4,5,3.0,2,3,4,5,5,2,1,2,Student,3
PXB.26.2,PXB.26,21.0,female,Ukraine,279,97,4.0,2.5,3.5,2.5,2.5,00:00-02:00,Somewhat sensitive,Very important,Rarely,Never,Rarely,Non-smoker,Never,Mostly private,Do them when asked,"Be direct, even if uncomfortable",Reliability in shared spaces,Slightly,Very compatible,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Agree,3.0,4,4,1,1,2,0,1,2,2,4.0,2,4,2,3,3,5,1,4,Student,3
PXB.26.1,PXB.26,24.0,unknown,India,187,200,2.5,4.0,2.5,3.0,3.0,Before 22:00,Somewhat insensitive,Very important,Most of the time,Once per week,A few times per month,Non-smoker,Very often,Mostly private,Avoid them,Try to solve problems through discussion,Reliability in shared spaces,Extremely,Slightly compatible,Strongly disagree,Disagree,Agree,Agree,Neither agree nor disagree,Strongly agree,1.0,2,4,4,3,3,0,5,2,1,3.0,5,2,1,2,4,4,3,5,Student,3
PXB.27.2,PXB.27,26.0,unknown,India,126,238,2.5,3.0,2.5,4.0,2.5,22:00-00:00,Somewhat insensitive,Extremely important,Sometimes,Rarely,Once per week,Non-smoker,Sometimes,Social & lively,Do them when asked,Avoid confrontation,Reliability in shared spaces,Extremely,Moderately compatible,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,2.0,2,5,2,2,4,0,3,4,2,1.0,5,3,3,3,4,3,5,5,Student,3
PXB.27.3,PXB.27,23.0,female,Italy,279,85,2.5,3.5,3.5,3.0,3.5,00:00-02:00,Neutral,Very important,Most of the time,Once per week,Once per week,Non-smoker,Rarely,Mostly private,Do them when asked,Try to solve problems through discussion,Not important / flexible,Slightly,Very compatible,Strongly agree,Disagree,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,3.0,3,4,4,3,4,0,2,2,2,3.0,2,4,5,2,3,5,4,3,Student,3
PXC.01.1,PXC.01,28.0,male,India,36,344,2.5,2.5,2.5,3.0,4.0,After 02:00,Very sensitive,Moderately important,Often,Every day,Rarely,Non-smoker,Often,Balanced,Do my fair share,"Be direct, even if uncomfortable",Respect for boundaries,Moderately,Very compatible,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,Agree,4.0,5,3,3,5,2,0,4,3,3,4.0,3,4,2,2,4,3,4,4,Student,2
PXC.01.2,PXC.01,30.0,male,Brazil,156,208,2.5,3.5,3.5,3.5,3.0,00:00-02:00,Neutral,Very important,Rarely,Once per week,Rarely,Non-smoker,Often,Balanced,Often take initiative,Try to solve problems through discussion,Respect for boundaries,Extremely,Not at all compatible,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,3.0,3,4,1,3,2,0,4,3,4,3.0,5,1,2,3,3,1,5,5,Student,2
PXC.02.1,PXC.02,22.0,male,France,36,82,4.0,3.0,3.5,3.0,3.0,00:00-02:00,Somewhat insensitive,Moderately important,Rarely,Rarely,Never,Non-smoker,Never,Social & lively,Take responsibility for most,Avoid confrontation,Similar daily routines,Very,Moderately compatible,Agree,Neither agree nor disagree,Agree,Disagree,Disagree,Agree,3.0,2,3,1,2,1,0,1,4,5,1.0,4,3,4,3,4,2,2,4,Student,3
PXC.02.3,PXC.02,23.0,unknown,Spain,217,147,2.5,3.0,3.0,2.5,3.0,00:00-02:00,Somewhat sensitive,Extremely important,Always,Every day,A few times per month,Non-smoker,Often,Balanced,Do my fair share,Try to solve problems through discussion,Respect for boundaries,Moderately,Very compatible,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,3.0,4,5,5,5,3,0,4,3,3,3.0,3,4,5,3,3,5,4,5,Employed,3
PXC.02.2,PXC.02,22.0,male,India,309,55,2.0,4.0,3.5,2.5,2.0,22:00-00:00,Somewhat insensitive,Extremely important,Most of the time,Once per week,Rarely,Non-smoker,Sometimes,Quiet & private,Often take initiative,Try to solve problems through discussion,Similar daily routines,Moderately,Not at all compatible,Neither agree nor disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,2.0,2,5,4,3,2,0,3,1,4,3.0,3,1,3,4,4,1,4,1,Student,3
PXC.03.2,PXC.03,27.0,unknown,India,5,176,2.5,2.5,3.5,2.5,4.5,After 02:00,Neutral,Extremely important,Sometimes,Several times per week,Never,Non-smoker,Often,Balanced,Do my fair share,Avoid confrontation,Respect for boundaries,Very,Slightly compatible,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,4.0,3,5,2,4,1,0,4,3,3,1.0,4,2,5,3,3,3,1,5,Employed,3
PXC.03.3,PXC.03,29.0,unknown,India,36,344,3.0,3.5,3.0,2.5,2.0,22:00-00:00,Neutral,Moderately important,Most of the time,Several times per week,Rarely,Smoker,Rarely,Social & lively,Take responsibility for most,"Be direct, even if uncomfortable",Respect for boundaries,Extremely,Moderately compatible,Agree,Agree,Strongly agree,Agree,Agree,Agree,2.0,3,3,4,4,2,1,2,4,5,4.0,5,3,4,4,5,4,4,4,Employed,3
PXC.03.1,PXC.03,28.0,unknown,Myanmar,5,337,2.5,2.5,3.0,2.0,2.5,After 02:00,Neutral,Very important,Most of the time,Once per week,A few times per month,Non-smoker,Never,Mostly private,Often take initiative,"Be direct, even if uncomfortable",Similar daily routines,Very,Moderately compatible,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,4.0,3,4,4,3,3,0,1,2,4,4.0,4,3,3,3,3,5,4,5,Employed,3
PXC.04.2,PXC.04,29.0,male,Italy,5,147,2.5,3.0,3.0,3.0,3.5,22:00-00:00,Neutral,Very important,Often,Every day,Never,Non-smoker,Sometimes,Balanced,Often take initiative,Try to solve problems through discussion,Being social and engaging,Extremely,Extremely compatible,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Strongly disagree,Disagree,2.0,3,4,3,5,1,0,3,3,4,3.0,5,5,3,5,3,4,1,2,Employed,2
PXC.05.1,PXC.05,36.0,male,Unknown,248,127,3.0,3.0,3.5,3.5,2.5,Before 22:00,Neutral,Extremely important,Sometimes,Once per week,Never,Non-smoker,Rarely,Balanced,Take responsibility for most,Compromise quickly,Respect for boundaries,Very,Moderately compatible,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,Agree,1.0,3,5,2,3,1,0,2,3,5,2.0,4,3,3,3,5,4,3,4,Employed,2
PXC.05.2,PXC.05,24.0,male,India,217,147,2.5,3.0,2.5,4.0,3.0,After 02:00,Somewhat sensitive,Very important,Sometimes,Several times per week,A few times per month,Non-smoker,Rarely,Mostly private,Do them when asked,"Be direct, even if uncomfortable",Not important / flexible,Moderately,Moderately compatible,Neither agree nor disagree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,4.0,4,4,2,4,3,0,2,2,2,4.0,3,3,3,1,4,1,5,4,Student,2
PXC.06.4,PXC.06,20.0,male,Germany,309,59,3.0,3.0,3.0,2.5,3.5,After 02:00,Somewhat sensitive,Very important,Most of the time,Rarely,Once per week,Non-smoker,Sometimes,Balanced,Take responsibility for most,"Be direct, even if uncomfortable",Similar daily routines,Extremely,Not at all compatible,Neither agree nor disagree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Agree,4.0,4,4,4,2,4,0,3,3,5,4.0,5,1,3,5,2,1,1,4,Student,4
PXC.06.2,PXC.06,21.0,female,France,36,85,3.0,2.5,3.0,3.5,3.5,00:00-02:00,Neutral,Very important,Sometimes,Rarely,Rarely,Non-smoker,Rarely,Balanced,Do them when asked,Try to solve problems through discussion,Similar daily routines,Not at all,Moderately compatible,Agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,3.0,3,4,2,2,2,0,2,3,2,3.0,1,3,4,5,4,5,2,4,Student,4
PXC.06.1,PXC.06,24.0,male,France,36,85,3.0,2.5,3.5,3.0,2.5,00:00-02:00,Somewhat sensitive,Moderately important,Rarely,Rarely,Several times per week,Non-smoker,Very often,Balanced,Do my fair share,Try to solve problems through discussion,Not important / flexible,Not at all,Moderately compatible,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,3.0,4,3,1,2,5,0,5,3,3,3.0,1,3,4,5,3,5,5,3,Student,4
PXC.06.3,PXC.06,26.0,unknown,South Korea,309,55,2.5,3.5,4.0,3.5,2.0,22:00-00:00,Neutral,Extremely important,Sometimes,Never,Once per week,Smoker,Rarely,Very social,Often take initiative,Compromise quickly,Shared interests / personality fit,Slightly,Not at all compatible,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Disagree,2.0,3,5,2,1,4,1,2,5,4,2.0,2,1,5,5,3,3,5,2,Employed,4
PXC.07.3,PXC.07,34.0,male,Iran,67,297,2.5,3.0,2.0,2.0,2.0,00:00-02:00,Neutral,Extremely important,Most of the time,Rarely,Rarely,Non-smoker,Sometimes,Social & lively,Often take initiative,Avoid confrontation,Reliability in shared spaces,Slightly,Moderately compatible,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Agree,3.0,3,5,4,2,2,0,3,4,4,1.0,2,3,2,4,3,3,1,4,Student,3
PXC.07.1,PXC.07,24.0,male,Germany,279,85,3.0,3.0,4.5,3.0,2.5,22:00-00:00,Somewhat insensitive,Extremely important,Often,Rarely,Once per week,Smoker,Very often,Balanced,Do my fair share,Try to solve problems through discussion,Reliability in shared spaces,Moderately,Moderately compatible,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Agree,2.0,2,5,3,2,4,1,5,3,3,3.0,3,3,4,4,4,5,3,4,Employed,3
PXC.08.2,PXC.08,24.0,unknown,Unknown,95,288,3.0,4.0,2.0,3.5,3.5,After 02:00,Very insensitive,Extremely important,Rarely,Once per week,Rarely,Smoker,Rarely,Social & lively,Do my fair share,Avoid confrontation,Not important / flexible,Slightly,Very compatible,Strongly agree,Neither agree nor disagree,Disagree,Agree,Disagree,Agree,4.0,1,5,1,3,2,1,2,4,3,1.0,2,4,5,3,2,4,2,4,Unknown,2
PXC.08.1,PXC.08,28.0,unknown,China,187,177,2.5,3.5,3.0,2.5,2.5,After 02:00,Somewhat insensitive,Moderately important,Rarely,Never,Rarely,Smoker,Sometimes,Quiet & private,Do them when asked,Avoid confrontation,Respect for boundaries,Slightly,Moderately compatible,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Agree,4.0,2,3,1,1,2,1,3,1,2,1.0,2,3,3,5,1,1,3,4,Employed,2
PXC.09.1,PXC.09,27.0,unknown,India,187,177,3.5,3.0,2.5,2.5,2.5,00:00-02:00,Somewhat insensitive,Extremely important,Sometimes,Several times per week,A few times per month,Smoker,Very often,Mostly private,Avoid them,Compromise quickly,Being social and engaging,Not at all,Moderately compatible,Strongly agree,Disagree,Agree,Neither agree nor disagree,Agree,Disagree,3.0,2,5,2,4,3,1,5,2,1,2.0,1,3,5,2,4,3,4,2,Student,2
PXC.09.2,PXC.09,26.0,male,Afghanistan,309,55,3.0,4.5,3.0,3.5,3.5,22:00-00:00,Neutral,Very important,Most of the time,Never,Never,Non-smoker,Never,Mostly private,Take responsibility for most,Try to solve problems through discussion,Reliability in shared spaces,Not at all,Very compatible,Strongly disagree,Disagree,Neither agree nor disagree,Disagree,Agree,Strongly agree,2.0,3,4,4,1,1,0,1,2,5,3.0,1,4,1,2,3,2,4,5,Employed,2
PXC.10.3,PXC.10,24.0,unknown,Germany,340,24,3.0,2.5,2.5,1.0,2.0,22:00-00:00,Neutral,Very important,Most of the time,Several times per week,Never,Non-smoker,Never,Social & lively,Take responsibility for most,"Be direct, even if uncomfortable",Not important / flexible,Very,Very compatible,Agree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,2.0,3,4,4,4,1,0,1,4,5,4.0,4,4,4,2,4,4,1,1,Student,3
PXC.10.1,PXC.10,23.0,female,France,279,85,3.0,3.5,3.0,2.0,3.0,Before 22:00,Somewhat insensitive,Extremely important,Rarely,Several times per week,Rarely,Non-smoker,Sometimes,Mostly private,Do my fair share,Try to solve problems through discussion,Respect for boundaries,Very,Moderately compatible,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,1.0,2,5,1,4,2,0,3,2,3,3.0,4,3,3,3,2,2,2,3,Student,3
PXC.11.2,PXC.11,22.0,female,Unknown,5,83,2.0,2.0,3.5,4.0,2.0,22:00-00:00,Neutral,Slightly important,Most of the time,Several times per week,Rarely,Non-smoker,Never,Balanced,Often take initiative,"Be direct, even if uncomfortable",Being social and engaging,Not at all,Slightly compatible,Disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,2.0,3,2,4,4,2,0,1,3,4,4.0,1,2,2,4,4,3,3,5,Student,4
PXC.11.1,PXC.11,21.0,male,Unknown,36,85,3.0,3.0,2.5,2.0,3.0,00:00-02:00,Neutral,Very important,Rarely,Several times per week,Once per week,Non-smoker,Often,Quiet & private,Do them when asked,Avoid confrontation,Reliability in shared spaces,Very,Very compatible,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,3.0,3,4,1,4,4,0,4,1,2,1.0,4,4,3,4,4,4,3,3,Student,4
PXC.11.3,PXC.11,31.0,male,Italy,5,96,3.5,3.5,2.5,2.5,2.5,00:00-02:00,Neutral,Moderately important,Sometimes,Every day,Rarely,Smoker,Never,Quiet & private,Do them when asked,"Be direct, even if uncomfortable",Respect for boundaries,Very,Moderately compatible,Disagree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly disagree,3.0,3,3,2,5,2,1,1,1,2,4.0,4,3,2,5,3,4,3,1,Employed,4
PXC.11.4,PXC.11,38.0,male,Spain,126,249,2.5,3.5,3.0,3.0,2.5,00:00-02:00,Neutral,Extremely important,Rarely,Rarely,Rarely,Non-smoker,Very often,Social & lively,Do my fair share,Compromise quickly,Respect for boundaries,Extremely,Slightly compatible,Agree,Strongly disagree,Strongly agree,Disagree,Agree,Neither agree nor disagree,3.0,3,5,1,2,2,0,5,4,3,2.0,5,2,4,1,5,2,4,3,Employed,4
PXC.12.1,PXC.12,25.0,unknown,India,340,25,3.5,3.0,3.0,2.5,3.0,Before 22:00,Somewhat sensitive,Very important,Most of the time,Every day,Once per week,Non-smoker,Often,Mostly private,Often take initiative,Try to solve problems through discussion,Reliability in shared spaces,Moderately,Slightly compatible,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly disagree,Neither agree nor disagree,Agree,1.0,4,4,4,5,4,0,4,2,4,3.0,3,2,3,3,2,1,3,4,Employed,2
PXC.12.2,PXC.12,27.0,unknown,Kenya,248,116,2.0,2.5,3.0,3.5,3.0,22:00-00:00,Somewhat sensitive,Very important,Often,Rarely,A few times per month,Non-smoker,Rarely,Balanced,Do my fair share,Try to solve problems through discussion,Not important / flexible,Moderately,Moderately compatible,Strongly disagree,Agree,Neither agree nor disagree,Disagree,Disagree,Agree,2.0,4,4,3,2,3,0,2,3,3,3.0,3,3,1,4,3,2,2,4,Employed,2
PXC.13.1,PXC.13,36.0,male,India,95,269,2.0,4.0,3.0,2.5,3.5,00:00-02:00,Somewhat sensitive,Very important,Rarely,Several times per week,A few times per month,Non-smoker,Often,Mostly private,Do my fair share,"Be direct, even if uncomfortable",Respect for boundaries,Very,Very compatible,Agree,Strongly disagree,Agree,Neither agree nor disagree,Agree,Strongly agree,3.0,4,4,1,4,3,0,4,2,3,4.0,4,4,4,1,4,3,4,5,Employed,1
PXC.14.2,PXC.14,21.0,male,Unknown,309,80,2.5,3.0,1.5,3.0,3.5,22:00-00:00,Somewhat sensitive,Very important,Most of the time,Never,A few times per month,Non-smoker,Very often,Social & lively,Do my fair share,Compromise quickly,Respect for boundaries,Moderately,Extremely compatible,Agree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,2.0,4,4,4,1,3,0,5,4,3,2.0,3,5,4,5,4,3,3,3,Student,4
PXC.14.1,PXC.14,39.0,male,Belarus,217,147,2.0,3.0,3.0,3.0,3.0,22:00-00:00,Neutral,Very important,Most of the time,Once per week,Rarely,Non-smoker,Sometimes,Social & lively,Take responsibility for most,Compromise quickly,Reliability in shared spaces,Moderately,Moderately compatible,Strongly disagree,Strongly agree,Agree,Neither agree nor disagree,Agree,Agree,2.0,3,4,4,3,2,0,3,4,5,2.0,3,3,1,5,4,3,4,4,Employed,4
PXC.14.3,PXC.14,20.0,male,Russia,5,359,2.5,4.0,3.0,2.5,3.5,00:00-02:00,Somewhat sensitive,Very important,Sometimes,Several times per week,Never,Non-smoker,Never,Mostly private,Do my fair share,Compromise quickly,Being social and engaging,Very,Not at all compatible,Strongly agree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly agree,3.0,4,4,2,4,1,0,1,2,3,2.0,4,1,5,2,3,2,3,5,Student,4
PXC.14.4,PXC.14,32.0,unknown,India,36,258,2.5,2.5,3.0,3.0,3.5,00:00-02:00,Somewhat insensitive,Very important,Most of the time,Once per week,Never,Non-smoker,Never,Social & lively,Take responsibility for most,Try to solve problems through discussion,Not important / flexible,Moderately,Not at all compatible,Disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Disagree,Strongly disagree,3.0,2,4,4,3,1,0,1,4,5,3.0,3,1,2,5,3,1,2,1,Employed,4
PXC.15.3,PXC.15,26.0,female,Germany,279,90,3.0,2.0,1.5,3.0,3.5,22:00-00:00,Somewhat insensitive,Moderately important,Sometimes,Rarely,Never,Non-smoker,Sometimes,Mostly private,Do them when asked,Try to solve problems through discussion,Being social and engaging,Moderately,Slightly compatible,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Agree,Agree,2.0,2,3,2,2,1,0,3,2,2,3.0,3,2,4,5,5,3,4,4,Employed,3
PXC.15.2,PXC.15,21.0,male,Germany,95,269,2.0,3.0,3.0,2.0,3.0,Before 22:00,Neutral,Extremely important,Most of the time,Several times per week,A few times per month,Non-smoker,Never,Balanced,Do my fair share,Compromise quickly,Respect for boundaries,Slightly,Moderately compatible,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,1.0,3,5,4,4,3,0,1,3,3,2.0,2,3,4,5,3,3,4,3,Student,3
